Drug:0 CC1=CN=C2N1C=CN=C2NCC1=CC=NC=C1
Drug:220 CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F
Drug:221 C[N+](C)(C)CCOC(N)=O
Drug:222 CN[C@H]1CN(C2=CC(OC)=CC=C2)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
Drug:223 CC(C[N+](C)(C)C)OC(N)=O
Drug:224 OC1=CC=C(C=C1)[N+]([O-])=O
Drug:225 [H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(C=C1)N(CC#C)CC1=CC=C2NC(N)=NC(=O)C2=C1)C(O)=O
Drug:226 [H][C@@]12CC[C@](OC(C)=O)(C(=O)COC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H]
Drug:227 CN1C=C(C(=N1)C1=CC=C(OCC2=NC3=CC=CC=C3C=C2)C=C1)C1=CC=NC=C1
Drug:228 ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
Drug:229 CN1C2=CC=CC=C2C(C#N)(C(=O)NCCC(O)=O)C2=C1C=CC=C2
Drug:230 CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2
Drug:231 O=C(NC1=C2OC(=CC(=O)C2=CC=C1)C1=NNN=N1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1
Drug:232 CN(C)C1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](N)[C@H]1O
Drug:233 [H][C@](N)(CCCNC(=N)NN(=O)=O)C(O)=N[C@@]([H])(CCN)C(O)=N
Drug:234 [H][C@@]1(SC(NC2=C(F)C=CC=C2)=NC1=O)C(C)C
Drug:235 CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N
Drug:236 N[C@@H](CS)C(O)=O
Drug:237 CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2
Drug:238 OC(=O)C1=CC=C(NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)C2=CC=CC=C2)C=C1
Drug:239 NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=C(F)C(F)=C(F)C(F)=C1F
Drug:240 CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)C2=C(Cl)C(Cl)=CC=C2)CC1
Drug:241 [H][C@](CO)(NC(=O)C1=CC(=CN1)C1=NNC=C1C1=CC=CC(Cl)=C1)C1=CC(Cl)=C(F)C=C1
Drug:242 NCC1=CC=C(C=C1)S(N)(=O)=O
Drug:243 CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1
Drug:244 C1CCC(CC1)NC1=C2N=CNC2=NC(NC2=CC=C(C=C2)N2CCOCC2)=N1
Drug:245 CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
Drug:246 [H][C@@]12CC[C@H](O)[C@H](C(=O)OC)[C@@]1([H])C[C@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2
Drug:247 CC(S)C1=C2C=C3C(C)=C(C(C)S)C4=[N+]3[Fe--]35N6C(=C4)C(C)=C(CCC(O)=O)C6=CC4=[N+]3C(=CC(N25)=C1C)C(C)=C4CCC(O)=O
Drug:248 CCC1=CC=C(NC(=O)P(O)(O)=O)C=C1
Drug:249 [H][C@](O)(CNC1CCCCC1)CN1C2=C(CCCC2)C2=C1C=CC(C)=C2
Drug:250 [H][C@]1(CSC)O[C@@]([H])(N2C=CC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O
Drug:251 COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1
Drug:252 O=C1NC(=O)C(N2CCN(CC2)C2=NC=CC=N2)(C(=O)N1)C1=CC=C(OC2=CC=CC=C2)C=C1
Drug:253 CCCCCCCCCCCC(O)(P(O)(O)=O)P(O)(O)=O
Drug:254 OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O
Drug:255 CC1=NC=C(COP(O)(O)=O)C(CNOCC(O)=O)=C1O
Drug:256 C[C@H](OP(O)(O)=O)[C@@H](N)C(O)=O
Drug:257 ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1
Drug:258 CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1
Drug:259 CC(C)OP(O)(O)=O
Drug:260 COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1
Drug:261 [H][C@](O)(CC(=O)N(N)CC(O)=O)C(=O)N(CC1=CC=CC=C1)CC1=CC=CC=C1
Drug:262 [H][C@]1(CO)O[C@@]([H])(N2C=NC3=C2[NH+]=CN[C@@]3([H])O)[C@]([H])(O)[C@]1([H])O
Drug:263 NC(=O)C[C@@H]1NC(=O)C2(CCCCC2)NC(=O)C[C@H](\C=C\C[C@H](CNC1=O)CC1=CC=CC2=CC=CC=C12)C1=CC=C(C=C1)CP(O)(O)=O
Drug:264 CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O
Drug:265 [H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO
Drug:266 CC1=CC=CC(O)=C1
Drug:267 CN1CCN(CC2=CC=C(NC(=O)C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C)C=C3)C=C2C(F)(F)F)CC1
Drug:268 [H][C@]12C(=O)N(C(=O)[C@@]1([H])[C@]1([H])CC[C@@]2([H])CC1)C1=CC=C(C2=CC=CC=C12)[N+]([O-])=O
Drug:269 [H][C@@](CC(=O)OC)(NC(=O)OC(C)(C)C)C(C)=O
Drug:270 CCN(CC)CCNC1=C2C(=O)C3=CC=CC=C3SC2=C(C)C=C1
Drug:271 OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
Drug:272 O\N=C1\C(\NC2=C\1C=CC=C2)=C1\C(=O)NC2=C1C=CC(Br)=C2
Drug:273 CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C
Drug:274 [H][C@]1(CC2=CC=C(OC[C@@]3(C)CCC4=C(C)C(O)=C(C)C(C)=C4O3)C=C2)SC(=O)NC1=O
Drug:275 NCC1=C(CC(O)=O)C(CCC(O)=O)=CN1
Drug:276 CC(C)C1=CC(OC2=C(Cl)C=C(CC(O)=O)C=C2Cl)=CC=C1O
Drug:277 [H][C@@](CCCC)(NC(=O)CCC(O)=O)[P@](O)(=O)OC1=CC=CC=C1
Drug:278 C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]2O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@H](O)O[C@@H]2CO)[C@@H](O)[C@H](O)[C@@H]1O
Drug:279 NS(=O)(=O)CC1=NOC2=CC=CC=C12
Drug:280 C[N+](C)(C)[C@@H](CCC1=NC(C[C@H](N)C(O)=O)=CN1)C(N)=O
Drug:281 [H][C@](NC(=O)C1=CC=C(C=C1)C(=O)NCC(O)=O)(C(C)C)C(=O)N1CCC[C@@]1([H])C(O)=N[C@@]([H])(C(C)C)C(=O)C(F)(F)F
Drug:282 CCCNCCCNCCCNCC
Drug:283 CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C
Drug:284 CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1
Drug:285 OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O
Drug:286 N[C@@H](CCC(O)=O)C(O)=O
Drug:287 CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1
Drug:288 CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1
Drug:289 [H][C@@](O)(CC(=O)CCCCC(O)=O)\C=C/C\C=C/CCCCC
Drug:290 O=C(CCCC1=CC=CC=C1)OCC(COC(=O)CCCC1=CC=CC=C1)OC(=O)CCCC1=CC=CC=C1
Drug:291 OP(O)(=O)C(Cl)(Cl)P(O)(O)=O
Drug:292 ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1
Drug:293 ONC(=O)CCCP([O-])([O-])=O
Drug:294 CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12
Drug:295 [H][C@@]1(CN(C(=O)NC2=CC=C(Cl)C=C2)[C@]([H])(C1)C(=O)NC1=CC=C(C=C1F)N1C=CC=CC1=O)OC
Drug:296 N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1
Drug:297 OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12
Drug:298 CC(C)(C)C1=CC(SC(C)(C)SC2=CC(=C(OC(=O)CCC(O)=O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C
Drug:299 [H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
Drug:300 [H][C@](CC([O-])=O)(C(O)=O)C1=CC(=C([O-])C(=C1)C1=NC2=C(N1)C=C(C=C2)C(N)=N)C1=CC=CC=C1OC
Drug:301 CCCCCCCCCCCCCCCCCCOC[C@@H](O)CO[P@@](O)(=O)OCC[N+](C)(C)C
Drug:302 [H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC3=CC=CC=C3)=C1)N2C
Drug:303 NCCC1=CC=CC=C1
Drug:304 OP(O)(=O)OP(O)(=O)OP(O)(O)=O
Drug:305 CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C
Drug:306 ONC(=O)CP(O)(O)=O
Drug:307 CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1
Drug:308 CC(=N)NCC[C@@H](F)C[C@H](N)C(O)=O
Drug:309 CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12
Drug:310 NC1=NC2=C(C(N)=N1)C(OCC1CCN(CC3=C(Cl)C(Cl)=CC=C3)CC1)=CC=C2
Drug:311 CC1(C)CN2C(CC(O)=O)=C(C(=C2C1)C1=CC=CC=C1)C1=CC=C(Cl)C=C1
Drug:312 O=C1NC2=C(O1)C(=CC=C2)N1CCN(CC2=CC(=CC=C2)C2=CC=CC=C2)CC1
Drug:313 CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O
Drug:314 OCC1=NNN=C1C1=CC2=C(C=C1)C(=NN2)C1=CC2=C(N1)C=CC(CN1CCCCC1)=C2
Drug:315 CCC1(C(=O)NC(=O)NC1=O)C1=CCCCCC1
Drug:316 [H][C@]1(O)[C@@]([H])(O)[C@]([H])(O)[C@](F)(CO)OC1([H])F
Drug:317 NC(=N)NCC(O)=O
Drug:318 [H][C@@](N)(C(=O)N1CC[C@]([H])(F)C1)[C@@]([H])(C(=O)N(C)C)[C@@]1([H])CC[C@@]([H])(CC1)C1=CC=CC2=NC=NN12
Drug:319 CCCOC1=C2C(NC=C2C2=NC(N)=NC=C2)=NC=C1
Drug:320 C[C@@](O)([C@H](CC(O)=O)C(O)=O)C(O)=O
Drug:321 CCCCSC1=CC=C(C=C1)C(SCCN(C)C)C1=CC=CC=C1
Drug:322 CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2
Drug:323 ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1
Drug:324 CC(C)C1=NCCC2=C1C=C(NC(=O)C1=CC=C3C=C(C=CC3=C1)C(N)=N)C=C2
Drug:325 OC(=O)CN(CC(O)=O)CC(O)=O
Drug:326 O=C1C=C(OC2=C1C=CC1=CC=CC=C21)C1=CC=CC=C1
Drug:327 CC1=CC=C(C=C1)C(=O)OC1=C(OC(=O)C2=CC=C(C)C=C2)C=C(C=C1)C(O)CNC(C)(C)C
Drug:328 CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2
Drug:329 COC1=C(F)C=C(C=C1)C1=C(Cl)N=CN1C1=CC=C(C=C1)S(N)(=O)=O
Drug:330 COC1=CC2=C(C=C1Cl)C(=NCC2)C1=CC=CC(Br)=C1
Drug:331 COC1=CC(O)=C(C=C1CC=C(C)C)C(=O)\C=C\C1=CC=C(O)C=C1
Drug:332 [H][C@](C)(CC1=CSC(N)=N1)C=O
Drug:333 CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
Drug:334 [H][C@@](N)(CC1=CC(F)=CC=C1F)C1=CC=C(C=C1)C1=CC=CC(=C1)C(N)=O
Drug:335 [H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C
Drug:336 [H][C@](C)(NC(=O)CC1=[N+]([O-])C(NCC(F)(F)C2=[N+]([O-])C=CC=C2)=CC=C1Cl)C1=CC=CC(Cl)=C1
Drug:337 CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O
Drug:338 NC(=O)N(C1=CC=C(C(N)=O)C(=N1)C1=CC=C(F)C=C1F)C1=C(F)C=CC=C1F
Drug:339 CC(C)O
Drug:340 CC1=CC(=O)N(O)C(=C1)C1CCCCC1
Drug:341 [H][C@](CC)(CC1=CC(CNC(=O)C2=C(F)C=C(C=C2)C(F)(F)F)=C(OC)C=C1)C(O)=O
Drug:342 CC1=CC=CC(C)=C1NC1=NC=C(N2C=NC=C12)C1=CC=CC=C1
Drug:343 CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
Drug:344 CN1CCN2C(C1)C1=CC=CC=C1CC1=CC=CC=C21
Drug:345 CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
Drug:346 CCN(CC)CC(=O)NC1=C(C)C=CC=C1C
Drug:347 [H][C@]1(COP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C(N)N=CN=C34)[C@]([H])(O)[C@]2([H])O)C[C@@]([H])([N+]2=CC=CC(=C2)C(O)=N)[C@]([H])(O)[C@]1([H])O
Drug:348 CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1
Drug:349 [H][C@]1(C)CN(CCCCCCCCNC=O)C[C@@]([H])(C)O1
Drug:350 NC1=C(\N=N\C2=CC=C(O)C=C2)C(N)=NN1
Drug:351 CCCCCCCCCCCCOS(O)(=O)=O
Drug:352 COC1=C(C=CC(N)=C1Cl)C(=O)NC1CCN2CCCC1C2
Drug:353 CCCCC[C@H](C)NC=O
Drug:354 [H][C@]1(N)CC(O)=NC1=O
Drug:355 CC1=CNN=C1
Drug:356 N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O
Drug:357 [Mg++]
Drug:358 C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
Drug:359 CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC(F)=C(F)C=C2)=N1
Drug:360 CC(C)C1=CC=C(N)C=C1
Drug:361 CCOCCOCCOCCOCCOCCO
Drug:362 [H][C@]1(N=C(N(C(=O)N2CCN(CCO)CC2)[C@]1([H])C1=CC=C(Br)C=C1)C1=C(OCC)C=C(OC)C=C1)C1=CC=C(Br)C=C1
Drug:363 CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC
Drug:364 CC1(C)N=C(N)N=C(N)N1OCCCOC1=CC(Cl)=C(Cl)C=C1Cl
Drug:365 CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(NCC3=CC(I)=CC=C3)N=CN=C12
Drug:366 CCCCCCCCCC1=[N+]([O-])C2=CC=CC=C2C(O)=C1
Drug:367 N[C@@H](CC1=CC=C(OP(O)(O)=O)C=C1)C(O)=O
Drug:368 NC1=NC=CC(OC2=C(F)C=C(NC(=O)NC(=O)CC3=CC=C(F)C=C3)C=C2)=C1
Drug:369 [H][C@@](C)(NC(=O)OCC1=CC=CC=C1)C(=O)NC[P@](O)(=O)O[C@@]([H])(CC1=CC=CC=C1)C(O)=O
Drug:370 CN1CC[C@@H]([C@H](O)C1)C1=C(O)C=C(O)C2=C1OC(=CC2=O)C1=CC=CC=C1Cl
Drug:371 NCC(O)=O
Drug:372 O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CNC2=O
Drug:373 [H][C@@]1(CO)COB(O1)C1=CC=C(CNC(N)=N)C=C1
Drug:374 C(C1=NCCN1)C1=CC=CC=C1
Drug:375 CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1
Drug:376 [H][C@]1(CC[C@](C)(CCC#CC(O)(C(F)(F)F)C(F)(F)F)C1(C)C)\C=C\C=C1C[C@](O)([H])C[C@@](O)([H])C1
Drug:377 C[C@H]1CNCCC2=CC=C(Cl)C=C12
Drug:378 [H][C@]1(CCCN1C(=O)CCC)C(=O)NCC1=CC=C(C=C1)C(N)=N
Drug:379 NOCC[C@H](N)C(O)=O
Drug:380 COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1
Drug:381 COC1=CC=C2C=CC(=CC2=C1C1=CN(N=C1)S(C)(=O)=O)C(N)=N
Drug:382 NC1=NC=CC=C1NCC1=CC=CC(=C1)C1=CC2=C(C=CN2)C=C1
Drug:383 CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1
Drug:384 [H][C@]1(CO)O[C@@]([H])(N2C=CC(O)=NC2=O)[C@]([H])(F)[C@]1([H])OP(O)(O)=O
Drug:385 CC(C)C1(CC=C)C(=O)NC(=O)NC1=O
Drug:386 [H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O
Drug:387 NCC1(CCN(CC1)C1=C2C=CNC2=NC=N1)C1=CC=C(Cl)C=C1
Drug:388 C1=CC2=CC3=CC=C4C=C5C=CC6=CC7=CC=C8C=C1N2[Fe](N78)(N34)N56
Drug:389 CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21
Drug:390 COC1=C2N(C)C(=O)C=C(C)C2=C(OC)C=C1
Drug:391 OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(C(O)=CC=C1O)C2=O
Drug:392 CN1N(C(=O)C=C1C)C1=CC=CC=C1
Drug:393 NC(=[NH2+])C1=CC=C2NC(=NC2=C1)C1=CC(F)=CC=C1[O-]
Drug:394 CCCCCCCCCCCC[N+](C)(C)CCCS(O)(=O)=O
Drug:395 CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1
Drug:396 NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1
Drug:397 NC1=CC(=CNC1=O)C1=CC=NC=C1
Drug:398 COC1=CC=CC(OC)=C1CN1CCC(CC1)NC(=O)CCCS
Drug:399 O.Cl.CCC(=O)NC1=C(C)C=C(C=C1C)C(=O)N1CCC(CC1)N(C)CCC1=CC=CC=C1
Drug:400 ClC1=NC=C(CN2CCS\C2=N/C#N)C=C1
Drug:401 CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F
Drug:402 CN1CCN(CC1)C1=CC=C(CC2=CC3=CN=C(CN)N=C3N2C2CCCCC2)C=C1
Drug:403 N1C=NC=N1
Drug:404 CC(C)C1=NC2=C(OCC3CCCCC3)N=C(N)N=C2N1
Drug:405 C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
Drug:406 CC(C)CC1=CC=C(C=C1)C(C)C(O)=O
Drug:407 [H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C(OC)=C3
Drug:408 [H][C@@](CC1=CC=CC=C1)(NC(=O)C1=CC2=C(N1)C=CC(Cl)=C2)C(=O)N1CC(C1)C(O)=O
Drug:409 CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O
Drug:410 [H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O
Drug:411 CC(=O)NC1=NN=C(S1)S(N)(=O)=O
Drug:412 CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2
Drug:413 [H][C@]12CC3=C(C=C(OC)C=C3)[C@@]3(CCCC[C@]13[H])CCN2C
Drug:414 [H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2
Drug:415 [H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1
Drug:416 CCNC(=O)C1=NNC(=C1N1CCNCC1)C1=CC(Cl)=C(O)C=C1O
Drug:417 CC#CCNC1=CC=C(C=C1)S(=O)(=O)CC1(CCN(CC1)C(=O)OC(C)(C)C)C(=O)NO
Drug:418 CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC
Drug:419 NS(=O)(=O)C1=CC2=C(CCNC2)C=C1
Drug:420 CCC1(C(=O)NC(=O)N(C)C1=O)C1=CC=CC=C1
Drug:421 CN([C@H](CN1CC[C@H](O)C1)C1=CC=CC=C1)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1
Drug:422 COC(=O)C1=CC2=CC=C(C=C2C(NC(=O)C2=CC=CC(O)=C2C)=C1)C(N)=N
Drug:423 CC1=NC2=NC=NN2C(NC2=CC3=CC4=CC=CC=C4C=C3C=C2)=C1
Drug:424 NNCCC1=CC=CC=C1
Drug:425 C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F
Drug:426 CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1
Drug:427 [H][C@@](CC1=CC=C(C[Se](O)=O)C=C1)(NC(=O)OC(C)(C)C)C(=O)OC
Drug:428 CN1C2=C(NC=N2)C(=O)N(C)C1=O
Drug:429 COCCOCCOCCOC1=CC=C(C=C1)C(C)(C)CC(C)(C)C
Drug:430 [H][C@]1(C\C(=N/O)C2=C(C1)N=C(N)N=C2C)C1=CC=C(F)C=C1C1=CC=CN=C1
Drug:431 [H][C@@]1(C[C@@]2([H])C(=O)OC3=C(C=CC=C3)C2=O)C(=O)OC2=CC=CC=C2C1=O
Drug:432 COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
Drug:433 OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2
Drug:434 CN1C2=C(C=C(C=C2)[N+]([O-])=O)C(=NCC1=O)C1=CC=CC=C1F
Drug:435 COC1=C(OC)C(OC)=C(Cl)C(CC2=NC3=C(N)N=CN=C3N2CCCC#C)=C1
Drug:436 NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1
Drug:437 CC(C)COC1=C([O-])C(=CC=C1)C1=NC2=CC(=CC=C2N1)C(N)=[NH2+]
Drug:438 CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(Cl)C=C3)=C1C
Drug:439 NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1
Drug:440 COC1=C(OC)C(=O)C(C\C=C(/C)CCC=C(C)C)=C(C)C1=O
Drug:441 OC1=CC=C(C=C1)C1=C(Br)C2=C(C=C(O)C=C2)C1=O
Drug:442 [H][C@](N)(CC1CCCCC1)[C@@]([H])(O)[C@@]([H])(O)CC(C)C
Drug:443 CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2
Drug:444 NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1
Drug:445 NCCCCNCCCN
Drug:446 [H][C@]12OC3([O-])OC(C4C(O)[NH+]=C(N)NC4(C1O)[C@@H]3O)C2(O)CO
Drug:447 CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1
Drug:448 NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1
Drug:449 BrC1=CC=C2C(=O)NC(=O)\C(=C/NC3=CC=C(CN4CCCC4)C=C3)C2=C1
Drug:450 [H]\C(\C(\[H])=C(/[H])C(O)(CC)CC)=C(\[H])[C@@]([H])(C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C(/[H])\C(\[H])=C1\C[C@@]([H])(O)C[C@]([H])(O)C1=C
Drug:451 CC(C)C1=NN=C2C=CC(=CN12)C1=C(N=CO1)C1=CC=C(F)C=C1
Drug:452 NNC(=O)C1=CC=NC=C1
Drug:453 ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1
Drug:454 OC1=CC(O)=C2C(CC(=O)CCC\C=C/CCOC2=O)=C1Cl
Drug:455 NC(=[NH2+])C1=CC=C2NC(=NC2=C1)C1=CC(OC(F)(F)F)=CC=C1[O-]
Drug:456 CC1=CC(=O)OC2=C1C=CC(N)=C2
Drug:457 CC(C)NC1=NC2=C(S1)C=C(C=C2)C1=C(N=CO1)C1=CC=CC=C1F
Drug:458 CC1=CC=CC=C1CC(=O)NC1=CC(C)=C(C(C)=C1)S(=O)(=O)NCC(O)=O
Drug:459 [H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(C(O)=N)[C@]1([H])O
Drug:460 [H][C@@](CC(C)C)(NC(C)=O)C(=O)N[C@@]([H])(CC1=CC=CC=C1)C(=O)C(F)(F)F
Drug:461 OC1=CC=C(\C=N\OC(=O)C2CCCCC2)C=C1F
